Lat,Long,Name,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31
30.9756,112.2707,"Hubei, China",32610,30366,28174,25904,23972,22628,21207,19486,18247,16993,15593,14407,13171,11755,10421,9557,8685,7751,6988,6285,5715,5214,4768,4317,3827,3431,2895,2526,2049,1726,1461
27.6104,111.7088,"Hunan, China",148,127,108,98,76,59,54,46,35,24,19,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.1625,19.5033,Hungary,0,0,0,2,2,2,4,7,9,9,13,13,19,29,30,37,47,55,70,80,92,109,144,157,195,223,256,298,361,398,439
64.9631,-19.0208,Iceland,3,6,11,26,34,43,50,50,58,68,84,102,133,155,158,180,219,244,324,404,450,531,551,595,679,718,791,847,883,927,935
21.0,78.0,India,0,2,2,25,27,28,31,36,40,52,57,68,76,96,98,104,125,139,175,219,303,362,462,486,602,662,794,879,902,1117,1239
-0.7893,113.9213,Indonesia,0,2,2,2,2,4,4,6,19,25,31,31,63,83,104,121,159,197,275,322,397,437,501,601,701,780,913,994,1107,1217,1311
44.0935,113.9448,"Inner Mongolia, China",23,21,15,11,9,9,7,4,4,4,3,3,3,3,3,1,1,1,0,0,0,0,0,0,2,14,17,19,20,22,32
32.0,53.0,Iran,749,1144,1968,2278,2667,3710,4009,4238,4530,5020,5687,6687,7891,9159,8624,9548,9792,10837,11413,11466,11419,12022,13306,13964,15315,16715,18821,21212,23278,24827,27051
33.0,44.0,Iraq,19,26,32,33,33,37,50,54,51,61,49,48,68,74,80,88,111,109,136,142,146,156,186,214,214,241,296,333,362,432,474
53.1424,-7.6921,Ireland,1,1,2,6,6,18,18,19,21,34,42,42,89,127,127,167,216,285,549,675,777,897,1114,1317,1550,1795,2094,2374,2564,2851,3159
54.2361,-4.5481,"Isle of Man, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,13,23,23,25,29,32,42,49,60
31.0,35.0,Israel,9,9,11,14,19,35,41,59,59,71,75,96,122,151,209,214,239,293,416,515,675,845,1033,1182,2306,2617,2944,3518,4100,4518,5114
43.0,12.0,Italy,1577,1835,2263,2706,3296,3916,5061,6387,7985,8794,10590,10590,14955,17750,20603,23073,26062,28710,33190,38549,42681,46638,50826,54030,57521,62013,66414,70065,73880,75528,77635
18.1096,-77.2975,Jamaica,0,0,0,0,0,0,0,0,0,0,1,2,8,8,10,8,10,11,12,13,13,16,16,18,23,23,23,27,29,33,33
36.0,138.0,Japan,218,236,244,282,311,368,379,420,425,470,506,505,564,633,699,668,705,716,745,739,740,825,851,865,952,981,1047,1237,1388,1388,1473
32.9711,119.455,"Jiangsu, China",95,88,69,54,48,37,25,19,10,4,4,2,1,1,0,0,0,0,0,0,0,2,2,5,7,9,10,10,13,14,15
27.614,115.7221,"Jiangxi, China",103,84,64,50,33,25,18,15,11,7,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1
43.6661,126.1923,"Jilin, China",14,9,9,6,4,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,4,5,5,5
31.24,36.51,Jordan,0,0,1,1,1,1,1,1,1,1,1,1,0,0,7,16,33,51,68,84,84,111,126,153,171,211,216,227,238,237,239
48.0196,66.9237,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,10,33,35,44,46,53,60,62,72,81,108,146,211,263,280,317
-0.0236,37.9062,Kenya,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,7,7,7,15,16,25,27,29,29,36,40,48,57
36.0,128.0,"Korea, South",3689,4277,5128,5545,6012,6416,6862,7146,7307,7212,7407,7470,7403,7504,7577,7024,6832,6789,6934,7018,7157,5941,5941,5410,5281,4966,4665,4523,4398,4275,4216
42.602636,20.902977,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,84,89,92,92,105
29.5,47.75,Kuwait,45,56,56,56,58,58,61,63,63,68,70,75,75,99,107,114,121,127,130,141,149,161,162,152,152,159,168,171,188,194,216
41.2044,74.7661,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,14,14,16,42,44,44,58,58,84,91,104
19.85627,102.495496,Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,8,8,8,9
56.8796,24.6032,Latvia,0,1,1,1,1,1,1,2,6,7,9,9,16,25,29,33,48,70,85,110,123,138,179,196,220,243,279,304,346,375,397
33.8547,35.8623,Lebanon,10,13,13,12,15,21,21,31,31,39,57,57,73,89,106,106,114,127,149,155,179,236,255,306,307,339,356,374,398,400,421
41.2956,122.6085,"Liaoning, China",18,18,18,18,18,18,17,15,15,13,13,12,12,11,10,9,4,2,2,2,2,1,1,1,1,2,2,6,8,10,13
6.4281,-9.4295,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3
26.3351,17.228331,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,8,8,9
47.14,9.55,Liechtenstein,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,4,7,28,28,28,37,37,51,51,51,56,56,56,56,62,68
55.1694,23.8813,Lithuania,1,1,1,1,1,1,1,1,1,1,3,3,6,8,11,16,24,26,35,48,81,141,177,206,269,294,352,386,452,477,522
49.8153,6.1296,Luxembourg,1,1,1,1,1,2,2,3,3,5,7,19,34,50,58,76,139,201,331,480,662,784,861,1085,1319,1438,1550,1773,1889,1926,2075
0.0,0.0,MS Zaandam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
22.1667,113.55,"Macau, China",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,5,7,7,8,14,14,15,20,21,23,27,27,28,31
-18.7669,46.8691,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,17,19,23,26,26,39,43,57
-13.254307999999998,34.301525,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,112.5,Malaysia,11,11,14,28,28,61,70,75,93,105,123,123,171,203,386,524,622,728,823,940,1065,1157,1365,1425,1577,1793,1876,1973,2047,2110,2186
3.2028,73.2207,Maldives,0,0,0,0,0,0,0,4,4,6,8,8,9,10,13,13,13,13,13,13,13,13,13,8,5,5,7,7,4,4,5
17.570692,-3.996166000000001,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11,18,17,23,26
35.9375,14.3754,Malta,0,0,0,0,0,0,3,3,3,5,6,6,11,17,20,28,36,36,51,62,71,88,105,108,127,132,137,147,149,154,167
14.6415,-61.0242,"Martinique, France",0,0,0,0,0,0,2,2,2,2,3,3,3,9,9,14,15,18,22,31,31,43,52,56,65,65,80,92,92,92,98
21.0079,10.9408,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,5,3,2,3
-20.2,57.5,Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,13,26,34,40,46,79,92,100,104,125,138
-12.8275,45.1662,"Mayotte, France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,6,7,11,24,36,36,36,50,63,63,72,83
23.6345,-102.5528,Mexico,5,5,4,4,4,5,5,6,6,3,4,8,22,37,49,78,89,114,159,197,245,309,359,396,465,573,701,828,969,1031,1151
47.4116,28.3699,Moldova,0,0,0,0,0,0,0,1,1,3,3,3,6,12,23,23,29,28,47,64,78,92,107,122,146,174,195,227,259,281,331
43.7333,7.4167,Monaco,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,7,7,7,7,11,11,22,22,22,30,32,41,41,44,47,49
46.8625,103.8467,Mongolia,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,6,6,6,10,10,10,10,10,11,11,12,12,10,10
42.5,19.3,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,14,14,21,26,46,51,68,81,83,84,90,107
16.7425,-62.1874,"Montserrat, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,5,5
31.7917,-7.0926,Morocco,0,1,1,1,2,2,2,2,2,2,4,5,5,15,26,27,35,46,60,73,90,108,136,159,212,256,311,366,440,508,557
-18.665695,35.529562,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,7,8,8,8,8
-22.9576,18.4904,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,4,5,5,6,6,6,9,9,9
28.1667,84.25,Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,4,4
52.1326,5.2913,Netherlands,10,18,24,38,82,127,187,262,318,378,498,498,794,945,1113,1387,1660,1991,2382,2886,3493,4023,4534,5282,6053,6994,8054,9120,9845,10636,11306
-20.9043,165.618,"New Caledonia, France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,8,10,14,14,15,15,15,15,16
-33.8688,151.2093,"New South Wales, Australia",2,2,9,17,17,21,23,32,42,49,59,59,86,106,128,165,202,258,298,343,426,659,659,807,1018,1208,1394,1605,1779,2020,2020
-40.9006,174.886,New Zealand,1,1,1,3,3,4,5,5,5,5,5,5,5,6,8,8,12,20,28,39,52,102,102,143,183,256,331,401,457,525,572
12.8654,-85.2072,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,1,3,3,3,4
17.6078,8.0817,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,6,9,9,9,17,24,24
9.082,8.6753,Nigeria,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,7,7,11,21,28,37,41,48,62,66,85,107,121,125
